date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type
22-12-2023,Fort,Byculla,9.94,0.96,04:33,Clear,Friday,,75.7,congested
15-08-2024,Crawford Market,Andheri,21.29,0.86,09:55,Heavy Rain,Thursday,Independence Day,85.2,freeway
27-06-2023,Mohammad Ali Road,Vashi,34.73,0.68,23:07,Heavy Rain,Tuesday,,80.2,freeway
27-02-2024,Thane,Andheri,24.94,0.85,20:49,Cloudy,Tuesday,,109.2,urban
10-11-2022,Mulund,Crawford Market,39.17,0.2,22:58,Cloudy,Thursday,,37.1,freeway
19-09-2023,Belapur,Nerul,0.79,0.95,17:20,Clear,Tuesday,Ganesh Chaturthi,4.8,urban
29-10-2022,Goregaon,Sion,20.82,0.75,12:35,Clear,Saturday,,68.3,urban
30-11-2023,Bandra Kurla Complex,Malad,17.93,0.37,04:47,Clear,Thursday,,20.1,freeway
20-05-2023,Marine Lines,Bhandup,29.99,0.35,16:50,Clear,Saturday,,33.9,freeway
12-02-2023,Eastern Freeway Start,Airoli,17.1,0.74,13:11,Clear,Sunday,,50.8,urban
25-03-2024,Byculla,Mulund,35.18,0.94,20:50,Storm,Monday,Holi,227.1,urban
26-10-2022,Malad,Juhu,10.03,0.89,17:01,Clear,Wednesday,Navratri,40.3,urban
01-08-2022,Panvel,Nerul,17.02,0.94,08:02,Rain,Monday,,215.8,congested
05-03-2023,Bandra,Lalbaug,11.13,0.79,01:07,Clear,Sunday,,36.3,urban
11-08-2022,Bhandup,Byculla,31.01,0.77,17:21,Heavy Rain,Thursday,,115.6,freeway
10-07-2022,Colaba,Borivali,46.2,0.9,06:09,Rain,Sunday,,432.8,congested
20-01-2024,Dadar,Bhandup,26.26,0.78,11:46,Clear,Saturday,,78.2,urban
03-10-2024,Dadar,Kalyan,51.76,0.61,19:08,Cloudy,Thursday,Navratri,95.2,freeway
03-10-2023,Thane,Bandra,32.59,0.53,10:28,Clear,Tuesday,,52.3,freeway
12-01-2023,Nerul,Vashi,6.83,0.78,12:40,Clear,Thursday,,19.4,urban
05-08-2022,Sion,Mohammad Ali Road,13.2,0.84,16:03,Heavy Rain,Friday,,68.6,urban
01-03-2024,Vashi,Malad,28.66,0.28,21:46,Clear,Friday,,30.6,freeway
25-12-2024,Mohammad Ali Road,Chembur,19.49,0.77,16:09,Clear,Wednesday,Christmas/NewYear,56.5,urban
03-07-2024,Western Express Highway,Nerul,30.01,0.86,17:10,Rain,Wednesday,,165,urban
25-05-2022,Kalyan,Goregaon,44.29,0.54,19:46,Clear,Wednesday,,69.5,freeway
25-12-2023,Fort,Mohammad Ali Road,3.92,0.95,13:25,Cloudy,Monday,Christmas/NewYear,32.2,congested
08-06-2023,Mohammad Ali Road,Airoli,44.24,0.83,02:42,Cloudy,Thursday,,143.4,urban
27-11-2023,Lalbaug,Crawford Market,3.78,1,17:31,Clear,Monday,,44.5,congested
19-09-2023,Worli,Panvel,36.46,0.85,02:55,Rain,Tuesday,Ganesh Chaturthi,148.6,urban
10-07-2024,Thane,Belapur,32.04,0.91,22:27,Heavy Rain,Wednesday,,476.3,congested
12-12-2022,Goregaon,Crawford Market,31.12,0.6,09:22,Cloudy,Monday,,52.7,freeway
23-04-2024,Juhu,Goregaon,8.81,0.72,14:06,Clear,Tuesday,,24.7,urban
10-04-2024,Panvel,Kalyan,36.59,0.77,14:07,Cloudy,Wednesday,Eid,107.8,urban
21-09-2024,Kalyan,Thane,23.14,0.84,00:31,Cloudy,Saturday,,76,urban
22-02-2023,Nerul,Fort,28.42,0.53,07:48,Clear,Wednesday,,40.7,freeway
01-06-2024,Nerul,Eastern Freeway Start,17.65,0.99,18:59,Cloudy,Saturday,,204.1,congested
03-06-2023,Worli,Marine Lines,6.72,0.82,17:37,Clear,Saturday,,24.9,urban
04-11-2023,Kurla,Byculla,11.46,0.8,19:24,Clear,Saturday,,49,urban
01-11-2024,Mulund,Vashi,13.42,0.81,04:44,Clear,Friday,Diwali,39.6,urban
28-01-2022,Marine Lines,Eastern Freeway Start,23.65,0.8,15:46,Cloudy,Friday,,76.5,urban
01-10-2024,Borivali,Worli,38.38,0.45,10:45,Clear,Tuesday,,48.8,freeway
05-01-2022,Borivali,Panvel,50.07,0.94,17:32,Fog,Wednesday,,751,congested
17-02-2023,Fort,Colaba,4.08,0.63,19:24,Rain,Friday,,7.6,freeway
02-03-2023,Girgaon,Western Express Highway,16.79,0.95,02:57,Clear,Thursday,,121.8,congested
23-01-2023,Kurla,CST,16.62,0.77,13:03,Cloudy,Monday,,59.8,urban
18-02-2024,Matunga,Crawford Market,7.42,0.93,13:35,Clear,Sunday,,61.1,congested
22-12-2023,Fort,Airoli,38.38,0.74,13:19,Clear,Friday,,124.9,urban
21-02-2024,Vashi,Sion,19.27,0.88,16:16,Cloudy,Wednesday,,156.9,congested
05-03-2022,Bandra Kurla Complex,Byculla,9.78,0.97,04:22,Rain,Saturday,,90.7,congested
25-05-2024,Eastern Freeway Start,Colaba,22.4,0.75,01:01,Rain,Saturday,,77.1,urban
18-12-2023,Bandra Kurla Complex,Powai,14.95,0.94,23:31,Cloudy,Monday,,124.5,congested
13-10-2023,Bandra Kurla Complex,Dadar,5.37,0.83,05:37,Clear,Friday,,16.5,urban
13-02-2024,Nerul,Goregaon,26.91,0.93,12:23,Clear,Tuesday,,193,congested
11-03-2024,Colaba,Kalyan,58.39,0.4,05:23,Clear,Monday,,68.1,freeway
15-08-2023,Kalyan,Dadar,54.27,0.56,04:36,Rain,Tuesday,Independence Day,83.9,freeway
16-05-2022,Nerul,Borivali,33.12,0.32,01:02,Clear,Monday,,36.7,freeway
15-08-2023,Goregaon,Girgaon,30.15,0.51,14:14,Heavy Rain,Tuesday,Independence Day,50.1,freeway
03-10-2024,Eastern Freeway Start,Byculla,12.53,0.87,12:44,Clear,Thursday,Navratri,89.6,congested
06-04-2023,Colaba,Worli,11.48,0.94,07:46,Clear,Thursday,,133.9,congested
25-06-2024,Mulund,Colaba,40.16,0.52,17:40,Clear,Tuesday,,61.7,freeway
07-09-2024,Borivali,Bhandup,21.39,0.96,08:16,Storm,Saturday,Ganesh Chaturthi,91.3,urban
13-03-2022,Mulund,Borivali,17.47,0.57,05:56,Rain,Sunday,,27.3,freeway
13-11-2022,Andheri,Western Express Highway,7.4,0.97,15:19,Clear,Sunday,,56.3,congested
26-12-2024,Girgaon,Belapur,34.42,0.97,10:34,Rain,Thursday,,516.3,congested
30-08-2024,Dadar,Belapur,22.5,0.83,04:09,Cloudy,Friday,,74,urban
30-08-2022,Kurla,Byculla,10.06,0.86,10:48,Clear,Tuesday,,47.6,urban
19-05-2024,Andheri,Dadar,14.5,0.97,11:11,Clear,Sunday,,106.4,congested
01-06-2023,Panvel,Chembur,34.96,1,10:55,Cloudy,Thursday,,346.4,congested
02-06-2023,Nerul,Malad,33.17,0.4,11:44,Rain,Friday,,42.8,freeway
15-08-2023,Byculla,Bhandup,27.5,1,21:09,Heavy Rain,Tuesday,Independence Day,412.5,congested
27-07-2024,Chembur,Fort,19.88,0.81,03:12,Rain,Saturday,,86.4,urban
10-09-2024,Thane,Eastern Freeway Start,28.14,0.26,14:25,Clear,Tuesday,,29.9,freeway
13-05-2023,Belapur,Girgaon,34.12,0.33,15:22,Clear,Saturday,,34.4,freeway
26-12-2024,Mulund,Dadar,26.23,0.29,11:24,Clear,Thursday,,25.9,freeway
12-07-2023,Lalbaug,Kalyan,58.56,0.4,02:30,Rain,Wednesday,,71.6,freeway
07-09-2024,Bandra,Lalbaug,11.95,1,08:49,Storm,Saturday,Ganesh Chaturthi,195.8,congested
18-08-2022,Vashi,Ghatkopar,11.68,0.67,15:19,Heavy Rain,Thursday,Janmashtami,27.4,freeway
11-04-2024,Borivali,Kalyan,33.45,0.62,10:05,Cloudy,Thursday,Gudi Padwa,62.2,freeway
06-11-2023,Malad,Bhandup,14.39,0.9,09:48,Clear,Monday,,65.3,urban
28-08-2022,Bhandup,Kurla,14.62,0.97,12:12,Cloudy,Sunday,,124.5,congested
27-09-2024,Ghatkopar,Chembur,1.83,0.95,12:22,Heavy Rain,Friday,,10.8,urban
19-12-2022,Borivali,Girgaon,41.94,0.93,11:59,Rain,Monday,,555.1,congested
01-03-2024,Western Express Highway,Sion,7.05,0.91,11:51,Rain,Friday,,83.1,congested
23-03-2023,Fort,Bandra Kurla Complex,15.99,0.66,20:28,Clear,Thursday,Ramadan Evenings,32.6,freeway
02-04-2022,Bandra Kurla Complex,Borivali,25.16,0.31,14:48,Storm,Saturday,Gudi Padwa,34.5,freeway
31-08-2023,Fort,Eastern Freeway Start,18.62,0.82,11:39,Rain,Thursday,,76.5,urban
31-08-2024,Kalyan,Chembur,41.03,0.89,09:03,Rain,Saturday,,248.3,urban
30-10-2023,Bandra Kurla Complex,Powai,12.02,0.35,22:30,Clear,Monday,,13.3,freeway
23-03-2022,Bhandup,Kalyan,30.9,0.31,01:50,Clear,Wednesday,,30.8,freeway
19-12-2023,Ghatkopar,Western Express Highway,8.16,0.89,16:12,Clear,Tuesday,,64.7,congested
03-09-2022,Kalyan,Mulund,25.91,0.68,22:44,Heavy Rain,Saturday,,48.8,freeway
18-03-2024,Western Express Highway,Powai,13.26,0.83,07:15,Cloudy,Monday,,67.5,urban
19-04-2023,Vashi,Juhu,20.66,0.9,19:17,Clear,Wednesday,,89.2,urban
03-10-2024,CST,Marine Lines,3.42,0.83,22:39,Clear,Thursday,Navratri,11.1,urban
05-12-2022,Nerul,Dadar,23,0.57,19:49,Clear,Monday,,36.3,freeway
31-03-2023,Borivali,Thane,16.83,0.77,19:07,Cloudy,Friday,,65.7,urban
01-11-2024,Marine Lines,Dombivli,47.04,0.52,00:49,Heavy Rain,Friday,Diwali,70.2,freeway
10-04-2024,Fort,Mohammad Ali Road,4.14,0.89,12:13,Cloudy,Wednesday,Eid,20.8,urban
09-05-2022,Mohammad Ali Road,Goregaon,26.06,0.61,06:15,Rain,Monday,,49,freeway
13-10-2023,Dombivli,Lalbaug,41.09,0.55,09:32,Clear,Friday,,59.7,freeway
16-06-2022,Nerul,Crawford Market,32.19,0.91,16:30,Heavy Rain,Thursday,,216.2,urban
09-09-2024,Vashi,Juhu,24.82,0.85,11:38,Rain,Monday,,94.6,urban
18-03-2022,Powai,Bandra,14.44,0.95,06:04,Clear,Friday,Holi,181.1,congested
15-08-2023,Ghatkopar,Goregaon,15.85,0.92,22:57,Rain,Tuesday,Independence Day,76,urban
27-10-2022,Borivali,Malad,9.62,0.76,05:03,Clear,Thursday,,31.5,urban
09-04-2024,Belapur,Girgaon,28.2,0.92,17:43,Cloudy,Tuesday,,271.1,congested
03-04-2022,Nerul,Vashi,7.03,0.81,00:20,Clear,Sunday,Ramadan Evenings,21.5,urban
08-03-2023,Juhu,Worli,16.12,1,15:10,Storm,Wednesday,Holi,288.6,congested
25-12-2022,Sion,Dadar,3.79,0.78,12:54,Cloudy,Sunday,Christmas/NewYear,11.8,urban
22-10-2022,Crawford Market,Dadar,7.78,0.99,19:09,Clear,Saturday,,80.9,congested
15-11-2023,Sion,Girgaon,14.92,0.83,13:48,Rain,Wednesday,,56.4,urban
19-02-2024,Thane,Dadar,35.91,0.52,23:40,Rain,Monday,,51.5,freeway
29-04-2023,Thane,Crawford Market,36.39,0.91,10:34,Clear,Saturday,,344.8,congested
26-08-2024,Mohammad Ali Road,CST,2.77,1,06:42,Heavy Rain,Monday,Janmashtami,14.7,urban
27-03-2022,Girgaon,Byculla,6.27,0.84,12:23,Rain,Sunday,,25.8,urban
01-05-2023,Juhu,Fort,27.66,0.96,20:11,Clear,Monday,,385.2,congested
03-10-2024,Chembur,Matunga,8.04,0.9,16:41,Rain,Thursday,Navratri,87.5,congested
13-05-2024,Vashi,Bandra Kurla Complex,25.87,0.83,21:11,Clear,Monday,,84.2,urban
03-05-2024,CST,Nerul,32.03,0.79,01:53,Clear,Friday,,89.7,urban
28-12-2022,Belapur,Vashi,7.27,0.33,21:45,Cloudy,Wednesday,,8.2,freeway
08-03-2024,Bandra,CST,20.58,0.78,13:25,Cloudy,Friday,,57.1,urban
03-10-2024,Dombivli,Marine Lines,42,0.98,10:29,Clear,Thursday,Navratri,457.4,congested
15-08-2022,Airoli,Mohammad Ali Road,40.04,0.49,12:36,Rain,Monday,Independence Day,55.9,freeway
07-09-2024,Nerul,Kalyan,33.25,0.84,02:21,Heavy Rain,Saturday,Ganesh Chaturthi,203.1,urban
09-03-2023,Juhu,Lalbaug,17,1,22:15,Clear,Thursday,,93.2,urban
11-02-2023,Airoli,Panvel,25.8,0.88,21:22,Cloudy,Saturday,,201.6,congested
19-10-2022,Byculla,Bandra Kurla Complex,9.57,0.94,10:47,Cloudy,Wednesday,,93.1,congested
24-09-2024,Panvel,Airoli,30.99,0.63,19:57,Rain,Tuesday,,60.3,freeway
26-03-2024,Worli,Colaba,13.49,0.91,09:42,Rain,Tuesday,,145.4,congested
10-04-2024,Eastern Freeway Start,Bandra,8.05,1,02:26,Rain,Wednesday,Eid,92.2,congested
31-08-2024,Lalbaug,Sion,7.3,0.77,12:20,Rain,Saturday,,25,urban
10-01-2022,Girgaon,Colaba,5.93,0.8,14:44,Rain,Monday,,24.8,urban
04-12-2023,Vashi,Sion,17.73,0.92,08:40,Fog,Monday,,112,urban
26-08-2024,Ghatkopar,Fort,25,0.8,16:28,Rain,Monday,Janmashtami,112.4,urban
25-01-2023,Nerul,Mohammad Ali Road,32.44,0.89,14:40,Clear,Wednesday,,237.2,congested
09-07-2023,Mohammad Ali Road,Crawford Market,2.95,0.96,17:20,Heavy Rain,Sunday,,34.1,urban
19-09-2023,Vashi,Lalbaug,28.48,1,13:04,Heavy Rain,Tuesday,Ganesh Chaturthi,339.2,urban
10-09-2022,Chembur,Colaba,21.8,0.98,14:41,Rain,Saturday,,227.9,congested
18-06-2022,Vashi,Goregaon,25.16,0.96,14:23,Heavy Rain,Saturday,,376.1,congested
01-02-2022,Vashi,Mohammad Ali Road,34.5,0.46,09:44,Cloudy,Tuesday,,44.8,freeway
26-08-2024,Crawford Market,Colaba,9.29,0.99,10:45,Heavy Rain,Monday,Janmashtami,139.3,congested
21-03-2022,Matunga,Byculla,4.54,0.82,16:44,Cloudy,Monday,,14.8,urban
18-05-2024,Ghatkopar,Kurla,4.59,0.93,14:07,Clear,Saturday,,34.8,congested
15-07-2022,Borivali,Dombivli,41.75,0.38,15:46,Rain,Friday,,50.8,freeway
15-02-2022,Lalbaug,Girgaon,6.28,0.89,22:35,Cloudy,Tuesday,,45.3,congested
25-12-2024,Kurla,Thane,26.66,0.87,02:28,Clear,Wednesday,Christmas/NewYear,203.8,congested
31-10-2024,Panvel,Byculla,40.47,0.23,00:49,Clear,Thursday,,41.3,freeway
03-12-2022,Lalbaug,Bandra,9.56,0.96,21:50,Fog,Saturday,,86.9,congested
19-02-2022,Bandra,Lalbaug,9.59,0.55,07:39,Clear,Saturday,,15.2,freeway
13-03-2023,Airoli,Andheri,21.44,0.81,16:09,Rain,Monday,,89.4,urban
11-11-2023,Powai,Kurla,8.31,0.96,02:31,Cloudy,Saturday,,64,congested
24-10-2022,Marine Lines,Andheri,27.37,0.92,09:22,Clear,Monday,Diwali,131.2,urban
20-11-2024,Nerul,Belapur,0.79,0.51,08:34,Clear,Wednesday,,1.1,freeway
05-06-2023,Borivali,Powai,19.96,0.79,11:49,Cloudy,Monday,,80.6,urban
25-03-2024,Airoli,Sion,24.67,1,18:39,Storm,Monday,Holi,422.9,congested
05-11-2024,Crawford Market,Nerul,26.65,0.21,15:05,Cloudy,Tuesday,,25.5,freeway
26-08-2024,Worli,Dadar,5.96,0.85,18:22,Rain,Monday,Janmashtami,40.8,urban
04-06-2024,Marine Lines,Powai,26.37,0.39,12:26,Rain,Tuesday,,33.6,freeway
13-03-2022,Matunga,Powai,14.81,0.22,00:47,Clear,Sunday,,14.6,freeway
10-01-2022,Girgaon,Panvel,46.27,0.62,07:00,Cloudy,Monday,,82.8,freeway
08-10-2023,Fort,Dombivli,37.03,0.5,18:29,Clear,Sunday,,49.5,freeway
10-04-2024,Borivali,Chembur,25.18,0.96,15:04,Storm,Wednesday,Eid,81.5,urban
21-04-2023,Goregaon,Fort,34.95,0.72,14:38,Cloudy,Friday,Eid,103.4,urban
15-12-2023,Dombivli,Crawford Market,37.53,0.27,01:14,Cloudy,Friday,,35.4,freeway
18-10-2022,CST,Chembur,19.65,0.75,12:46,Clear,Tuesday,,61.7,urban
14-04-2023,Dadar,Worli,5.11,0.88,07:53,Clear,Friday,,25.5,urban
06-08-2024,Kurla,Vashi,17.4,0.88,05:41,Rain,Tuesday,,150.2,congested
15-08-2023,Kalyan,Eastern Freeway Start,46,0.49,23:24,Rain,Tuesday,Independence Day,61.6,freeway
24-10-2022,Byculla,Juhu,15.13,0.97,19:27,Rain,Monday,Diwali,140.8,urban
08-10-2022,CST,Byculla,8.19,0.9,09:02,Clear,Saturday,,34.7,urban
11-10-2024,Lalbaug,Thane,35.22,0.8,16:21,Clear,Friday,,110,urban
26-01-2024,Panvel,Eastern Freeway Start,36.63,0.8,15:17,Cloudy,Friday,,107.5,urban
01-11-2024,Borivali,Goregaon,12.56,0.93,03:27,Rain,Friday,Diwali,136.9,congested
19-09-2023,Lalbaug,Chembur,14.34,1,22:43,Heavy Rain,Tuesday,Ganesh Chaturthi,119.7,urban
24-10-2022,Bandra,Chembur,8.39,0.88,21:35,Clear,Monday,Diwali,78.2,congested
01-07-2022,Sion,Kalyan,48.75,0.9,05:31,Heavy Rain,Friday,,324.3,urban
25-12-2022,Sion,Western Express Highway,7.75,1,01:23,Heavy Rain,Sunday,Christmas/NewYear,82.9,congested
23-11-2022,CST,Malad,35.03,0.82,01:52,Clear,Wednesday,,106.9,urban
15-08-2024,Andheri,Dombivli,30.3,0.76,02:20,Heavy Rain,Thursday,Independence Day,78.8,freeway
07-09-2024,Girgaon,Ghatkopar,20.26,0.96,06:09,Rain,Saturday,Ganesh Chaturthi,150.1,urban
28-07-2023,Kalyan,Western Express Highway,50.41,1,19:58,Heavy Rain,Friday,,756.8,urban
15-05-2022,Girgaon,Colaba,7.01,0.9,08:10,Clear,Sunday,,60.3,congested
26-08-2024,Chembur,Byculla,14.64,0.95,19:07,Rain,Monday,Janmashtami,87,urban
19-09-2023,Belapur,Lalbaug,22.85,0.92,18:21,Cloudy,Tuesday,Ganesh Chaturthi,176,urban
22-09-2023,Lalbaug,Crawford Market,3.54,0.78,11:48,Rain,Friday,,13.6,urban
14-08-2022,Crawford Market,Bandra Kurla Complex,14.06,0.92,05:13,Rain,Sunday,,125.6,congested
02-05-2022,Kurla,Dombivli,35.09,0.76,06:07,Rain,Monday,Eid,104.3,freeway
03-03-2024,Sion,Crawford Market,12.35,0.73,06:00,Clear,Sunday,,39,urban
08-07-2024,Thane,CST,51.36,0.91,09:33,Clear,Monday,,254.5,urban
05-03-2022,Malad,Andheri,8.72,0.84,10:14,Cloudy,Saturday,,33,urban
28-10-2022,Matunga,Byculla,4.18,0.94,15:05,Cloudy,Friday,,34.6,congested
02-04-2022,Western Express Highway,Belapur,28.97,0.88,02:41,Clear,Saturday,Gudi Padwa,239.9,congested
01-12-2023,Western Express Highway,Eastern Freeway Start,8.74,0.99,08:27,Cloudy,Friday,,64,urban
18-08-2022,Ghatkopar,Kurla,3.51,0.99,19:42,Cloudy,Thursday,Janmashtami,31.9,urban
03-10-2024,Juhu,Bandra,6.48,0.79,10:55,Clear,Thursday,Navratri,22.9,urban
18-08-2022,CST,Kurla,22.54,0.93,04:23,Rain,Thursday,Janmashtami,123.2,urban
22-09-2024,Bhandup,Powai,7.09,0.78,09:07,Clear,Sunday,,28.5,urban
19-08-2023,Juhu,Panvel,49.65,0.61,23:01,Rain,Saturday,,83.3,freeway
25-12-2023,Worli,Nerul,31.69,0.43,11:18,Clear,Monday,Christmas/NewYear,40.7,freeway
26-01-2024,Bhandup,Malad,14.53,0.83,04:55,Clear,Friday,,46.6,urban
04-08-2022,Dadar,Airoli,32.99,0.8,10:51,Heavy Rain,Thursday,,92.6,freeway
10-04-2022,Dombivli,Lalbaug,32.83,0.48,11:01,Rain,Sunday,,45.5,freeway
18-05-2022,Western Express Highway,Eastern Freeway Start,8.33,0.74,06:35,Cloudy,Wednesday,,26.1,urban
13-11-2022,Byculla,Eastern Freeway Start,14.49,0.83,22:39,Cloudy,Sunday,,46.1,urban
15-08-2023,Colaba,Bandra Kurla Complex,24.75,0.84,05:02,Storm,Tuesday,Independence Day,94.9,urban
07-09-2024,Dombivli,Western Express Highway,40.79,0.83,09:53,Rain,Saturday,Ganesh Chaturthi,216.9,urban
03-10-2024,Goregaon,Belapur,33.45,0.52,00:05,Rain,Thursday,Navratri,56.8,freeway
16-11-2023,Bandra Kurla Complex,Powai,14.1,0.82,23:58,Clear,Thursday,,44.8,urban
25-03-2024,Kurla,Airoli,24.96,0.93,16:22,Clear,Monday,Holi,218.6,congested
15-01-2023,Airoli,Sion,29.62,0.54,05:48,Rain,Sunday,,45.9,freeway
13-10-2023,Bandra,Andheri,8.56,0.74,02:36,Clear,Friday,,27.8,urban
01-11-2024,Kalyan,Vashi,33.68,0.91,06:56,Clear,Friday,Diwali,284.9,congested
18-08-2022,Lalbaug,Eastern Freeway Start,15.91,0.93,19:25,Rain,Thursday,Janmashtami,209,congested
26-10-2022,Bandra Kurla Complex,Crawford Market,11.42,0.98,06:12,Clear,Wednesday,Navratri,82,congested
12-11-2023,Malad,Colaba,41.91,0.96,06:15,Clear,Sunday,Diwali,308.7,congested
21-12-2024,Vashi,Dombivli,11.9,0.86,08:47,Cloudy,Saturday,,43.5,urban
29-09-2024,Fort,Nerul,27.99,0.95,06:36,Cloudy,Sunday,,201.1,congested
06-07-2023,Colaba,Mulund,49.67,0.87,09:25,Clear,Thursday,,209.2,urban
15-08-2024,Dadar,Mohammad Ali Road,10.7,0.79,22:48,Rain,Thursday,Independence Day,35.7,urban
27-06-2023,Matunga,Malad,19.68,0.77,13:42,Cloudy,Tuesday,,57.9,urban
27-06-2024,Panvel,Airoli,28.09,0.8,19:58,Heavy Rain,Thursday,,89.5,freeway
02-05-2022,CST,Goregaon,37.19,0.94,02:17,Heavy Rain,Monday,Eid,142,urban
26-10-2022,Bhandup,Chembur,14.44,0.24,05:39,Clear,Wednesday,Navratri,14.6,freeway
12-12-2024,Matunga,Airoli,27.4,0.28,22:21,Cloudy,Thursday,,26.2,freeway
09-05-2024,Western Express Highway,Malad,13.62,0.88,01:47,Cloudy,Thursday,,96.4,congested
18-03-2022,Ghatkopar,Western Express Highway,10.3,0.24,06:54,Clear,Friday,,10,freeway
05-05-2024,Lalbaug,Thane,41.92,0.78,15:13,Clear,Sunday,,134.2,urban
08-04-2023,Vashi,Mohammad Ali Road,32.58,0.85,04:12,Rain,Saturday,,131.2,urban
02-05-2022,Vashi,Kalyan,31.61,0.41,12:52,Cloudy,Monday,Eid,36,freeway
06-09-2023,CST,Western Express Highway,20.81,0.73,11:04,Clear,Wednesday,Janmashtami,65.8,urban
19-05-2023,Powai,Thane,16.14,0.82,23:30,Rain,Friday,,62.7,urban
02-04-2022,Crawford Market,CST,3.2,0.82,08:35,Clear,Saturday,,16.9,urban
31-08-2022,Kalyan,Vashi,33.14,0.64,19:27,Rain,Wednesday,Ganesh Chaturthi,67.6,freeway
02-04-2022,Matunga,Marine Lines,12.87,0.89,02:27,Clear,Saturday,Gudi Padwa,68.1,urban
08-09-2023,Crawford Market,Andheri,23.73,1,03:24,Rain,Friday,,175.5,urban
27-06-2022,Vashi,Matunga,19.36,0.96,09:21,Heavy Rain,Monday,,152.8,urban
21-10-2024,Thane,Chembur,22.32,0.87,20:53,Clear,Monday,,118.8,urban
31-10-2024,Worli,Mohammad Ali Road,5.63,0.82,21:09,Cloudy,Thursday,,17,urban
08-11-2023,Matunga,Thane,30.01,0.31,00:17,Cloudy,Wednesday,,32.9,freeway
31-10-2022,Western Express Highway,Mulund,21.2,0.9,16:57,Rain,Monday,,92.5,urban
28-11-2023,Powai,Lalbaug,19.55,0.81,12:37,Clear,Tuesday,,55.5,urban
17-03-2023,Eastern Freeway Start,Powai,9.57,0.75,07:42,Cloudy,Friday,,33.6,urban
18-09-2024,Byculla,Bandra Kurla Complex,9.67,0.89,09:21,Cloudy,Wednesday,,40.3,urban
25-11-2023,Malad,Sion,21,0.55,21:05,Rain,Saturday,,31.7,freeway
18-04-2024,Ghatkopar,Worli,18.6,0.97,13:51,Clear,Thursday,,131.6,congested
07-02-2023,Lalbaug,Thane,39.93,0.86,19:07,Cloudy,Tuesday,,161.9,urban
12-11-2023,Airoli,Andheri,23.72,0.93,04:12,Clear,Sunday,Diwali,187.5,congested
01-06-2022,Girgaon,Andheri,21.79,0.93,15:00,Heavy Rain,Wednesday,,170.3,urban
10-02-2024,Marine Lines,Borivali,37.14,0.22,00:04,Clear,Saturday,,36.2,freeway
28-12-2022,Byculla,Thane,42.77,0.89,18:21,Fog,Wednesday,,204,urban
22-12-2022,Andheri,Dombivli,32.07,0.61,10:33,Cloudy,Thursday,,82.8,freeway
28-08-2024,Chembur,Goregaon,16.87,1,00:59,Rain,Wednesday,,177.4,congested
06-09-2023,CST,Vashi,32.21,0.68,05:33,Heavy Rain,Wednesday,Janmashtami,70.8,freeway
16-03-2024,Powai,Dombivli,29.65,0.21,00:58,Clear,Saturday,,29.4,freeway
21-04-2023,Goregaon,Andheri,6.02,1,04:43,Cloudy,Friday,,33.3,urban
08-12-2023,Panvel,Kalyan,41.34,0.71,11:59,Cloudy,Friday,,122.6,urban
15-08-2022,Malad,Byculla,25.59,0.88,04:44,Cloudy,Monday,Independence Day,223.3,congested
14-06-2024,Crawford Market,Ghatkopar,19.03,0.91,20:44,Heavy Rain,Friday,,224.9,urban
01-07-2024,Kurla,Eastern Freeway Start,4.13,0.86,00:15,Rain,Monday,,19.4,urban
08-01-2024,Chembur,Matunga,9.89,0.8,11:55,Fog,Monday,,38.7,urban
24-03-2023,Ghatkopar,Marine Lines,20.42,0.99,21:54,Rain,Friday,,228.7,congested
24-10-2022,CST,Kalyan,53.84,0.86,01:30,Clear,Monday,Diwali,181.2,urban
01-11-2024,Ghatkopar,Marine Lines,22.79,0.88,02:25,Clear,Friday,Diwali,104.2,urban
26-01-2024,Nerul,Kurla,23.2,0.96,04:16,Clear,Friday,,194.7,congested
28-09-2024,Bandra Kurla Complex,Fort,16.72,0.8,02:21,Rain,Saturday,,71.6,urban
29-06-2022,Airoli,Marine Lines,43.32,0.84,18:47,Rain,Wednesday,,103.5,freeway
12-04-2023,Powai,Vashi,13.41,0.97,10:57,Clear,Wednesday,,125,congested
21-08-2023,Chembur,Sion,5.76,0.73,09:15,Rain,Monday,,16.3,freeway
04-06-2024,Malad,Dadar,25.68,0.86,17:14,Cloudy,Tuesday,,105.7,urban
04-01-2023,Vashi,Lalbaug,23.19,0.93,02:47,Fog,Wednesday,,194.6,congested
15-08-2022,Bhandup,Kurla,15.79,0.83,13:58,Rain,Monday,,59.9,urban
31-01-2022,Western Express Highway,Dadar,8.5,0.38,02:11,Cloudy,Monday,,10.8,freeway
07-10-2024,Bandra Kurla Complex,Airoli,25.98,0.31,23:43,Clear,Monday,,28.8,freeway
11-04-2024,Powai,Lalbaug,19.36,0.82,21:00,Clear,Thursday,Gudi Padwa,62.1,urban
14-02-2022,Juhu,Mulund,22.9,0.78,16:34,Clear,Monday,,82.9,urban
06-06-2023,Marine Lines,Sion,17.57,0.97,13:06,Clear,Tuesday,,137.4,congested
03-04-2022,Belapur,Byculla,25.24,0.98,06:21,Cloudy,Sunday,Ramadan Evenings,214.2,congested
05-02-2024,Dadar,Juhu,13.47,0.46,12:36,Cloudy,Monday,,17.9,freeway
