time_of_day,day_of_week,weather,ors_time,congestion_index,actual_travel_time,distance_km,congestion_index
Morning Peak,Tuesday,Cloudy,32.14,1.43,46.01,33.25,0.84
Night,Monday,Cloudy,25.92,0.93,24.06,17.0,1.0
Night,Sunday,Cloudy,46.16,0.92,42.29,25.8,0.88
Evening Peak,Saturday,Rainy,50.08,1.51,95.37,9.57,0.94
Morning Peak,Sunday,Rainy,49.59,1.74,106.62,30.99,0.63
Night,Wednesday,Clear,58.88,1.01,59.46,13.49,0.91
Night,Monday,Cloudy,49.33,0.9,44.52,8.05,1.0
Midday,Thursday,Cloudy,48.5,1.13,54.8,7.3,0.77
Night,Monday,Rainy,52.87,0.84,53.41,5.93,0.8
Night,Friday,Clear,10.01,0.85,8.51,17.73,0.92
Midday,Monday,Rainy,28.12,1.05,37.07,25.0,0.8
Evening Peak,Sunday,Stormy,46.88,1.25,85.02,32.44,0.89
Night,Friday,Clear,39.99,0.85,34.14,2.95,0.96
Midday,Friday,Rainy,18.88,1.06,22.48,28.48,1.0
Morning Peak,Friday,Clear,25.19,1.36,34.15,21.8,0.98
Evening Peak,Thursday,Clear,26.84,1.46,39.08,25.16,0.96
Morning Peak,Monday,Clear,38.39,1.8,68.92,34.5,0.46
Morning Peak,Sunday,Clear,51.58,1.74,89.73,9.29,0.99
Midday,Monday,Rainy,56.62,1.01,64.47,4.54,0.82
Night,Thursday,Clear,47.5,0.93,44.03,4.59,0.93
Midday,Wednesday,Clear,52.15,1.26,65.59,41.75,0.38
Midday,Tuesday,Clear,33.5,1.04,34.86,6.28,0.89
Midday,Sunday,Clear,29.49,1.25,36.99,26.66,0.87
Midday,Sunday,Clear,29.64,1.18,34.9,40.47,0.23
Evening Peak,Monday,Cloudy,40.8,1.57,64.16,9.56,0.96
Night,Tuesday,Clear,16.21,1.06,17.23,9.59,0.55
Morning Peak,Saturday,Rainy,38.97,1.64,82.36,21.44,0.81
Morning Peak,Saturday,Rainy,43.26,1.63,80.52,8.31,0.96
Night,Thursday,Clear,31.95,0.86,27.6,27.37,0.92
Morning Peak,Saturday,Rainy,57.66,1.36,98.93,0.79,0.51
Night,Sunday,Clear,40.41,0.92,37.36,19.96,0.79
Morning Peak,Saturday,Clear,21.0,1.39,29.26,24.67,1.0
Midday,Wednesday,Clear,33.96,1.03,35.0,26.65,0.21
Morning Peak,Wednesday,Clear,43.77,1.45,63.52,5.96,0.85
Night,Wednesday,Cloudy,26.18,1.06,27.7,26.37,0.39
Night,Saturday,Rainy,13.98,0.81,12.94,14.81,0.22
Night,Thursday,Clear,39.17,0.89,34.78,46.27,0.62
Night,Friday,Rainy,57.39,0.93,63.12,37.03,0.5
Night,Friday,Clear,34.25,0.95,32.65,25.18,0.96
Evening Peak,Tuesday,Rainy,55.31,1.27,86.64,34.95,0.72
Evening Peak,Friday,Clear,51.75,1.59,82.06,37.53,0.27
Morning Peak,Friday,Clear,17.37,1.59,27.61,19.65,0.75
Night,Wednesday,Clear,45.41,0.96,43.44,5.11,0.88
Morning Peak,Wednesday,Clear,31.77,1.3,41.45,17.4,0.88
Night,Saturday,Cloudy,22.51,0.95,21.29,46.0,0.49
Night,Tuesday,Rainy,44.35,1.05,52.77,15.13,0.97
Evening Peak,Monday,Clear,47.13,1.29,60.7,8.19,0.9
Evening Peak,Sunday,Rainy,18.99,1.34,31.76,35.22,0.8
Midday,Tuesday,Cloudy,55.72,1.01,56.07,36.63,0.8
Evening Peak,Tuesday,Rainy,47.56,1.59,93.66,12.56,0.93
Midday,Thursday,Clear,56.67,1.02,57.8,14.34,1.0
Midday,Saturday,Clear,25.85,1.27,32.82,8.39,0.88
Midday,Thursday,Rainy,56.97,1.09,75.32,48.75,0.9
Midday,Tuesday,Cloudy,28.43,1.18,33.44,7.75,1.0
Midday,Tuesday,Clear,12.7,1.2,15.29,35.03,0.82
Morning Peak,Tuesday,Clear,48.15,1.37,65.98,30.3,0.76
Evening Peak,Friday,Clear,45.18,1.38,62.23,20.26,0.96
Midday,Sunday,Cloudy,39.9,1.1,43.79,50.41,1.0
Night,Sunday,Rainy,34.49,0.82,34.19,7.01,0.9
Evening Peak,Thursday,Clear,11.61,1.53,17.8,14.64,0.95
Evening Peak,Tuesday,Cloudy,41.23,1.22,50.22,22.85,0.92
Midday,Sunday,Cloudy,30.84,1.2,36.89,3.54,0.78
Morning Peak,Wednesday,Cloudy,38.01,1.46,55.38,14.06,0.92
Midday,Sunday,Cloudy,31.47,1.06,33.28,35.09,0.76
Morning Peak,Saturday,Rainy,58.3,1.63,106.78,12.35,0.73
Night,Saturday,Clear,40.21,0.97,39.09,51.36,0.91
Evening Peak,Sunday,Rainy,47.46,1.33,74.72,8.72,0.84
Night,Wednesday,Clear,56.82,0.95,54.2,4.18,0.94
Morning Peak,Saturday,Clear,39.58,1.42,56.33,28.97,0.88
Morning Peak,Friday,Clear,10.6,1.73,18.36,8.74,0.99
Night,Sunday,Clear,11.71,0.89,10.47,3.51,0.99
Morning Peak,Friday,Clear,45.12,1.42,64.18,6.48,0.79
Night,Sunday,Clear,23.95,1.03,24.57,22.54,0.93
Evening Peak,Monday,Rainy,38.97,1.21,52.56,7.09,0.78
Night,Monday,Clear,20.11,0.88,17.71,49.65,0.61
Evening Peak,Monday,Rainy,23.51,1.35,36.87,31.69,0.43
Night,Saturday,Clear,35.23,1.06,37.51,14.53,0.83
Morning Peak,Friday,Rainy,58.78,1.78,133.57,32.99,0.8
Night,Friday,Rainy,40.81,1.01,50.33,32.83,0.48
Morning Peak,Friday,Clear,56.81,1.55,87.84,8.33,0.74
Night,Wednesday,Rainy,57.97,0.99,71.81,14.49,0.83
Night,Friday,Cloudy,20.41,0.92,18.86,24.75,0.84
Midday,Wednesday,Rainy,25.56,1.09,33.83,40.79,0.83
Morning Peak,Monday,Cloudy,48.5,1.78,86.1,33.45,0.52
Midday,Monday,Cloudy,53.34,1.03,55.18,14.1,0.82
Morning Peak,Saturday,Rainy,35.96,1.47,60.33,24.96,0.93
Midday,Sunday,Clear,59.66,1.27,75.75,29.62,0.54
Evening Peak,Monday,Clear,10.58,1.49,15.75,8.56,0.74
Night,Sunday,Rainy,24.98,0.81,24.63,33.68,0.91
Morning Peak,Sunday,Clear,41.16,1.31,53.98,15.91,0.93
Morning Peak,Saturday,Clear,33.46,1.56,52.15,11.42,0.98
Night,Tuesday,Clear,15.83,0.95,14.96,41.91,0.96
Morning Peak,Tuesday,Clear,28.39,1.52,43.19,11.9,0.86
Morning Peak,Thursday,Stormy,11.27,1.45,24.97,27.99,0.95
Midday,Saturday,Clear,42.14,1.3,54.61,49.67,0.87
Morning Peak,Thursday,Clear,54.64,1.44,78.46,10.7,0.79
Evening Peak,Thursday,Cloudy,54.24,1.4,75.73,19.68,0.77
Evening Peak,Tuesday,Rainy,44.98,1.36,69.08,28.09,0.8
Night,Saturday,Clear,33.29,0.85,28.33,37.19,0.94
Morning Peak,Tuesday,Clear,35.6,1.4,49.89,14.44,0.24
Night,Thursday,Rainy,16.85,1.08,22.89,27.4,0.28
Evening Peak,Saturday,Cloudy,27.05,1.54,41.75,13.62,0.88
Morning Peak,Thursday,Clear,19.39,1.4,27.13,10.3,0.24
Morning Peak,Friday,Clear,51.06,1.74,88.73,41.92,0.78
Night,Sunday,Clear,55.74,0.86,48.09,32.58,0.85
Evening Peak,Saturday,Clear,36.85,1.45,53.45,31.61,0.41
Morning Peak,Saturday,Clear,46.39,1.34,62.19,20.81,0.73
Night,Sunday,Rainy,16.07,1.06,20.71,16.14,0.82
Evening Peak,Thursday,Clear,40.43,1.22,49.34,3.2,0.82
Night,Friday,Rainy,45.14,0.97,48.03,33.14,0.64
Midday,Wednesday,Clear,32.64,1.23,40.27,12.87,0.89
Morning Peak,Sunday,Rainy,22.16,1.36,36.25,23.73,1.0
Midday,Tuesday,Rainy,53.87,1.12,71.23,19.36,0.96
Evening Peak,Thursday,Clear,47.15,1.22,57.37,22.32,0.87
Midday,Sunday,Cloudy,54.99,1.2,66.26,5.63,0.82
Midday,Sunday,Clear,50.92,1.09,55.62,30.01,0.31
Evening Peak,Saturday,Rainy,59.52,1.42,98.24,21.2,0.9
Night,Tuesday,Rainy,19.61,1.08,26.56,19.55,0.81
Midday,Tuesday,Clear,14.34,1.09,15.65,9.57,0.75
Night,Tuesday,Clear,26.85,0.81,21.87,9.67,0.89
Midday,Sunday,Clear,16.45,1.2,19.78,21.0,0.55
Night,Wednesday,Rainy,36.16,1.04,47.95,18.6,0.97
Evening Peak,Monday,Clear,41.65,1.58,65.94,39.93,0.86
Midday,Thursday,Clear,38.91,1.05,40.76,23.72,0.93
Evening Peak,Monday,Clear,22.96,1.36,31.16,21.79,0.93
Midday,Sunday,Clear,55.44,1.25,69.48,37.14,0.22
Evening Peak,Monday,Rainy,11.06,1.52,21.09,42.77,0.89
Evening Peak,Sunday,Clear,27.4,1.45,39.73,32.07,0.61
Midday,Monday,Cloudy,45.95,1.08,49.66,16.87,1.0
Midday,Tuesday,Clear,48.35,1.09,52.47,32.21,0.68
Midday,Friday,Clear,30.81,1.04,31.95,29.65,0.21
Morning Peak,Tuesday,Cloudy,10.85,1.76,19.1,6.02,1.0
Night,Tuesday,Stormy,40.9,0.85,54.15,41.34,0.71
Morning Peak,Saturday,Rainy,13.15,1.59,26.75,25.59,0.88
Morning Peak,Saturday,Clear,15.39,1.59,24.51,19.03,0.91
Evening Peak,Monday,Clear,42.51,1.35,57.3,4.13,0.86
Midday,Sunday,Rainy,25.62,1.11,36.34,9.89,0.8
Night,Tuesday,Clear,27.4,1.0,27.42,20.42,0.99
Evening Peak,Monday,Clear,34.34,1.36,46.54,53.84,0.86
Morning Peak,Saturday,Rainy,58.93,1.43,94.47,22.79,0.88
Midday,Friday,Rainy,58.27,1.12,77.73,23.2,0.96
Evening Peak,Thursday,Stormy,30.81,1.52,61.01,16.72,0.8
Midday,Monday,Rainy,23.27,1.29,36.07,43.32,0.84
Evening Peak,Friday,Rainy,25.13,1.45,46.96,13.41,0.97
Midday,Thursday,Clear,23.44,1.23,28.94,5.76,0.73
Morning Peak,Wednesday,Clear,36.61,1.57,57.35,25.68,0.86
Night,Monday,Cloudy,40.34,0.99,39.84,23.19,0.93
Morning Peak,Monday,Cloudy,34.44,1.79,61.79,15.79,0.83
Night,Wednesday,Clear,30.4,0.93,28.32,8.5,0.38
Midday,Wednesday,Clear,20.56,1.02,20.97,25.98,0.31
Evening Peak,Monday,Clear,34.13,1.58,54.01,19.36,0.82
Morning Peak,Wednesday,Cloudy,27.06,1.7,45.9,22.9,0.78
Night,Tuesday,Clear,37.08,0.92,34.09,17.57,0.97
Morning Peak,Thursday,Clear,43.76,1.79,78.38,25.24,0.98
Night,Thursday,Cloudy,41.67,0.9,37.65,13.47,0.46
Morning Peak,Thursday,Rainy,33.12,1.49,56.11,39.76,0.35
Night,Tuesday,Clear,37.8,0.98,37.16,5.46,0.59
Night,Sunday,Cloudy,24.24,0.88,21.39,16.13,0.87
Midday,Wednesday,Rainy,11.21,1.21,16.65,23.45,0.22
Night,Friday,Clear,41.25,0.85,34.89,14.56,0.88
Midday,Wednesday,Clear,22.63,1.03,23.36,20.76,0.93
Night,Monday,Clear,43.45,0.96,41.73,26.84,0.98
Evening Peak,Saturday,Clear,47.35,1.42,67.34,13.19,0.97
Evening Peak,Thursday,Rainy,55.8,1.24,85.21,62.68,0.47
Evening Peak,Wednesday,Clear,57.91,1.59,91.82,37.79,0.99
Night,Friday,Cloudy,10.53,0.97,10.23,28.43,0.97
Midday,Monday,Clear,59.52,1.05,62.22,27.01,0.62
Midday,Tuesday,Clear,44.15,1.09,48.28,11.82,0.87
Night,Sunday,Cloudy,42.18,1.04,43.87,9.76,0.82
Evening Peak,Tuesday,Clear,10.76,1.41,15.16,28.22,0.28
Evening Peak,Friday,Clear,53.06,1.28,67.67,20.28,0.93
Midday,Monday,Clear,17.27,1.03,17.81,37.59,0.54
Evening Peak,Thursday,Clear,51.87,1.37,71.18,7.89,0.89
Morning Peak,Wednesday,Cloudy,10.78,1.47,15.83,12.6,0.85
Midday,Monday,Clear,42.3,1.2,50.62,22.82,0.8
Evening Peak,Sunday,Rainy,31.74,1.57,56.42,12.05,0.83
Midday,Tuesday,Cloudy,20.04,1.07,21.53,5.73,0.96
Morning Peak,Sunday,Clear,15.38,1.73,26.57,8.0,0.86
Midday,Sunday,Clear,32.01,1.28,40.84,21.17,0.82
Midday,Friday,Clear,16.17,1.27,20.54,17.53,0.88
Midday,Friday,Rainy,34.32,1.29,50.64,24.02,0.92
Midday,Wednesday,Clear,41.26,1.25,51.68,28.81,0.91
Morning Peak,Friday,Rainy,51.37,1.6,97.81,23.74,0.82
Night,Friday,Clear,43.93,0.92,40.55,32.85,0.88
Midday,Monday,Rainy,13.26,1.15,17.31,8.86,1.0
Midday,Thursday,Clear,25.37,1.26,32.01,12.66,0.85
Evening Peak,Wednesday,Rainy,24.4,1.32,39.21,23.57,0.79
Midday,Monday,Clear,55.75,1.05,58.42,46.56,0.55
Evening Peak,Thursday,Clear,53.39,1.26,67.07,6.54,0.58
Night,Sunday,Clear,28.51,1.05,29.88,10.09,0.85
Morning Peak,Monday,Clear,13.56,1.68,22.79,13.66,0.92
Morning Peak,Saturday,Stormy,54.71,1.55,122.46,39.75,0.28
Night,Monday,Clear,54.41,0.88,48.01,24.23,0.84
Morning Peak,Friday,Clear,52.74,1.64,86.43,25.74,0.59
Night,Thursday,Cloudy,52.25,0.81,42.41,24.3,0.45
Night,Wednesday,Clear,34.01,0.97,33.01,16.98,0.84
Night,Wednesday,Cloudy,18.87,0.92,17.35,46.98,0.43
Morning Peak,Thursday,Cloudy,33.87,1.79,60.6,20.6,0.87
Evening Peak,Friday,Clear,34.73,1.4,48.73,12.17,0.78
Night,Tuesday,Rainy,34.5,0.97,40.1,18.4,0.54
Midday,Monday,Clear,36.94,1.21,44.83,15.23,0.84
Morning Peak,Friday,Clear,22.88,1.54,35.29,11.48,0.97
Night,Saturday,Rainy,28.31,0.87,27.67,9.11,0.84
Night,Sunday,Cloudy,31.71,0.96,30.48,16.11,0.68
Midday,Thursday,Clear,16.56,1.28,21.25,23.93,1.0
Evening Peak,Monday,Cloudy,32.77,1.36,44.69,8.52,1.0
Evening Peak,Wednesday,Clear,50.52,1.47,74.36,21.11,0.82
Evening Peak,Sunday,Clear,51.4,1.59,81.79,4.06,0.8
Night,Tuesday,Rainy,30.58,1.05,38.6,40.86,0.9
Night,Saturday,Clear,35.94,1.0,35.86,42.0,0.78
Night,Wednesday,Clear,11.68,1.02,11.93,50.73,0.66
Morning Peak,Thursday,Rainy,43.72,1.77,85.81,25.34,0.49
Midday,Monday,Stormy,30.23,1.29,60.91,28.41,1.0
Night,Thursday,Clear,32.27,1.09,35.2,44.48,0.81
Midday,Sunday,Cloudy,53.68,1.19,63.76,6.36,0.66
Midday,Monday,Cloudy,33.09,1.12,36.91,12.16,0.49
Evening Peak,Friday,Rainy,11.06,1.25,16.2,10.61,0.85
Morning Peak,Tuesday,Rainy,21.37,1.49,40.56,26.04,0.51
Night,Friday,Clear,33.78,1.08,36.58,14.74,0.92
Evening Peak,Friday,Clear,31.22,1.56,48.58,9.22,0.92
Evening Peak,Thursday,Clear,53.02,1.41,74.73,7.92,0.91
Night,Sunday,Rainy,37.11,0.96,44.23,23.73,0.76
Midday,Tuesday,Cloudy,44.48,1.09,48.6,16.73,0.94
Evening Peak,Monday,Cloudy,33.47,1.38,46.24,9.71,0.89
Midday,Monday,Stormy,31.98,1.21,59.42,34.09,0.79
Morning Peak,Saturday,Clear,32.31,1.5,48.51,13.02,0.91
Midday,Wednesday,Clear,30.55,1.06,32.27,1.21,0.89
Morning Peak,Saturday,Clear,36.93,1.57,57.99,49.51,0.94
Midday,Saturday,Clear,22.52,1.07,24.04,16.82,0.83
Evening Peak,Monday,Clear,54.55,1.59,86.72,11.42,1.0
Evening Peak,Thursday,Clear,26.65,1.36,36.15,15.03,0.86
Morning Peak,Friday,Cloudy,17.38,1.75,30.49,15.9,0.76
Night,Sunday,Rainy,14.83,0.87,14.96,25.77,0.42
Morning Peak,Friday,Cloudy,10.67,1.39,14.88,9.38,0.96
Morning Peak,Friday,Cloudy,31.14,1.61,50.09,4.56,0.97
Midday,Tuesday,Clear,19.38,1.23,23.91,4.36,0.91
Midday,Monday,Rainy,11.08,1.17,14.85,21.9,0.73
Morning Peak,Sunday,Rainy,36.0,1.41,60.18,22.83,1.0
Evening Peak,Thursday,Cloudy,44.0,1.22,53.47,27.53,0.51
Midday,Tuesday,Clear,14.29,1.19,16.94,6.26,0.89
Night,Wednesday,Clear,33.05,0.84,27.74,15.45,0.88
Midday,Thursday,Clear,47.18,1.1,52.04,42.92,0.62
Midday,Saturday,Cloudy,59.29,1.2,71.31,26.67,0.92
Night,Thursday,Rainy,43.36,0.83,39.73,2.79,0.78
Morning Peak,Thursday,Rainy,22.24,1.36,38.94,47.09,1.0
Night,Friday,Clear,45.83,0.82,37.51,36.37,0.37
Morning Peak,Thursday,Rainy,39.9,1.8,84.46,22.29,0.97
Morning Peak,Saturday,Rainy,20.59,1.49,39.91,23.71,0.87
Morning Peak,Saturday,Clear,52.56,1.75,92.12,10.05,0.77
Night,Monday,Clear,31.37,0.89,27.86,28.9,0.53
Morning Peak,Thursday,Rainy,58.1,1.68,121.98,15.26,0.88
Evening Peak,Friday,Clear,46.15,1.29,59.42,36.6,0.89
Night,Thursday,Rainy,42.23,0.95,44.75,45.9,0.52
Evening Peak,Wednesday,Stormy,46.42,1.53,106.38,12.35,0.88
Morning Peak,Wednesday,Cloudy,33.9,1.71,57.92,2.63,0.59
Midday,Friday,Rainy,35.26,1.24,50.4,27.93,0.81
Morning Peak,Monday,Rainy,52.56,1.71,103.36,13.51,0.78
Evening Peak,Monday,Cloudy,44.05,1.28,56.58,13.1,0.83
Evening Peak,Saturday,Clear,54.86,1.39,76.42,20.29,0.99
Night,Saturday,Clear,54.54,0.95,51.57,14.06,0.64
Midday,Tuesday,Clear,58.82,1.27,74.54,29.28,0.34
Night,Friday,Cloudy,45.01,0.89,40.02,6.74,0.91
Evening Peak,Thursday,Clear,35.12,1.57,55.22,43.79,0.56
Morning Peak,Sunday,Clear,18.32,1.53,27.94,1.11,0.75
Midday,Friday,Clear,45.27,1.2,54.37,44.69,1.0
Morning Peak,Tuesday,Rainy,24.58,1.43,40.59,24.12,0.77
Morning Peak,Saturday,Stormy,24.15,1.51,57.24,23.2,0.92
Midday,Friday,Stormy,21.91,1.21,38.54,10.15,0.89
Night,Friday,Clear,53.76,0.95,51.27,4.85,0.96
Morning Peak,Saturday,Rainy,53.4,1.77,116.32,3.59,0.96
Evening Peak,Tuesday,Rainy,41.55,1.49,71.81,35.69,0.99
Morning Peak,Saturday,Cloudy,33.65,1.58,53.24,13.0,0.93
Midday,Monday,Cloudy,43.61,1.27,55.2,11.68,0.7
Midday,Thursday,Clear,40.36,1.2,48.42,29.87,0.56
Midday,Saturday,Rainy,30.79,1.19,44.29,22.52,0.78
Night,Tuesday,Clear,28.98,0.87,25.33,45.67,0.33
Morning Peak,Wednesday,Clear,29.14,1.5,43.63,32.63,0.57
Night,Monday,Cloudy,39.46,1.0,39.65,31.42,0.53
Night,Wednesday,Clear,42.38,1.07,45.25,25.6,0.97
Midday,Sunday,Clear,32.59,1.09,35.67,20.87,1.0
Midday,Saturday,Cloudy,58.43,1.06,62.21,12.4,1.0
Night,Monday,Clear,14.19,0.98,13.88,19.71,0.87
Morning Peak,Thursday,Rainy,27.35,1.33,42.68,10.76,0.91
Evening Peak,Saturday,Cloudy,30.95,1.49,45.99,28.49,0.94
Night,Thursday,Cloudy,10.85,1.01,10.96,20.07,0.89
Morning Peak,Friday,Cloudy,28.25,1.48,41.74,20.75,0.79
Midday,Wednesday,Cloudy,23.69,1.27,30.03,12.1,0.79
Midday,Monday,Cloudy,35.3,1.15,40.62,21.88,0.98
Morning Peak,Thursday,Cloudy,26.82,1.62,43.53,45.4,0.86
Evening Peak,Tuesday,Rainy,46.31,1.28,69.22,42.35,0.4
Midday,Thursday,Rainy,35.5,1.13,45.91,35.81,0.84
Midday,Tuesday,Rainy,16.49,1.26,24.53,22.39,0.81
Midday,Saturday,Clear,47.5,1.06,50.54,41.5,0.74
Morning Peak,Monday,Clear,14.96,1.5,22.37,13.73,1.0
Night,Thursday,Rainy,51.95,0.9,57.31,14.9,0.73
Midday,Sunday,Clear,56.57,1.05,59.14,2.21,0.79
Night,Thursday,Clear,26.12,0.89,23.17,0.93,1.0
Evening Peak,Sunday,Cloudy,56.31,1.29,72.81,38.62,0.99
Midday,Monday,Clear,49.65,1.28,63.41,59.12,1.0
Midday,Thursday,Clear,56.12,1.22,68.6,15.68,0.81
Evening Peak,Tuesday,Stormy,43.31,1.33,78.52,29.44,0.29
Midday,Thursday,Cloudy,21.78,1.23,26.77,54.58,0.87
Night,Wednesday,Clear,54.73,0.81,44.14,32.75,0.91
Morning Peak,Saturday,Stormy,19.21,1.56,47.75,36.09,0.93
Night,Friday,Stormy,20.65,0.88,24.17,6.89,0.84
Morning Peak,Tuesday,Clear,23.55,1.36,31.97,30.72,0.24
Morning Peak,Wednesday,Clear,25.21,1.74,43.92,10.83,0.84
Night,Sunday,Rainy,35.72,0.86,36.74,5.44,0.82
Night,Saturday,Rainy,45.67,1.05,53.4,7.59,0.98
Night,Monday,Cloudy,56.31,0.92,52.03,3.44,0.92
Night,Tuesday,Rainy,14.42,0.8,12.81,8.01,0.72
Evening Peak,Friday,Cloudy,57.72,1.49,86.17,28.37,0.99
Midday,Saturday,Clear,56.07,1.18,66.1,21.36,0.89
Morning Peak,Sunday,Cloudy,12.7,1.47,18.7,38.39,0.86
Night,Friday,Clear,28.02,0.88,24.78,7.44,1.0
Night,Monday,Rainy,50.66,0.82,53.5,20.35,0.94
Night,Monday,Cloudy,40.58,1.08,43.92,8.62,0.79
Evening Peak,Sunday,Clear,48.95,1.4,68.42,8.7,0.92
Night,Tuesday,Cloudy,45.95,0.83,37.94,23.89,0.76
Night,Sunday,Clear,34.84,1.06,36.95,45.15,0.54
Night,Thursday,Clear,12.06,0.88,10.66,16.17,0.97
Midday,Monday,Cloudy,39.21,1.06,41.61,60.78,0.51
Evening Peak,Saturday,Clear,12.43,1.31,16.31,31.35,0.82
Night,Thursday,Rainy,40.19,0.97,49.16,29.45,0.94
Morning Peak,Wednesday,Clear,50.02,1.34,66.88,13.25,0.98
Morning Peak,Friday,Cloudy,39.25,1.54,60.48,9.8,0.81
Morning Peak,Thursday,Rainy,59.85,1.75,129.6,14.64,0.75
Evening Peak,Friday,Cloudy,32.79,1.28,41.82,30.69,0.53
Evening Peak,Sunday,Clear,47.44,1.33,63.21,28.89,0.78
Morning Peak,Thursday,Stormy,43.36,1.5,101.3,46.2,0.45
Night,Sunday,Clear,59.57,0.98,58.13,2.78,0.8
Evening Peak,Wednesday,Clear,45.66,1.57,71.58,29.44,0.3
Morning Peak,Monday,Clear,18.2,1.5,27.25,51.67,0.79
Morning Peak,Wednesday,Clear,57.78,1.33,77.11,13.45,0.78
Night,Monday,Stormy,43.39,0.9,60.46,10.8,0.94
Midday,Sunday,Clear,12.97,1.06,13.71,30.45,0.53
Evening Peak,Monday,Rainy,42.88,1.46,77.0,8.61,0.84
Night,Friday,Rainy,54.16,0.81,55.6,26.8,0.8
Morning Peak,Saturday,Clear,38.85,1.45,56.18,8.08,1.0
Morning Peak,Wednesday,Cloudy,27.7,1.57,43.56,22.01,1.0
Night,Thursday,Clear,51.05,0.88,45.08,32.92,0.24
Evening Peak,Wednesday,Clear,49.13,1.42,69.78,45.76,0.81
Midday,Friday,Clear,37.21,1.03,38.49,10.8,0.87
Midday,Monday,Rainy,17.72,1.28,26.78,38.64,0.95
Morning Peak,Friday,Stormy,22.55,1.45,47.78,45.95,0.79
Evening Peak,Tuesday,Clear,46.92,1.57,73.63,9.71,1.0
Midday,Tuesday,Clear,50.3,1.1,55.22,13.8,0.75
Evening Peak,Thursday,Rainy,23.96,1.51,45.5,2.84,0.93
Evening Peak,Friday,Clear,28.4,1.3,36.88,48.08,0.36
Morning Peak,Sunday,Rainy,13.88,1.63,25.35,13.52,0.83
Midday,Thursday,Cloudy,45.67,1.1,50.11,12.65,0.89
Night,Sunday,Clear,10.18,0.95,9.7,17.56,0.78
Morning Peak,Thursday,Rainy,12.33,1.64,25.66,25.22,0.78
Midday,Tuesday,Clear,10.22,1.18,12.02,35.16,0.9
Midday,Thursday,Rainy,42.27,1.17,56.09,9.81,0.7
Midday,Tuesday,Rainy,30.87,1.02,40.07,13.24,1.0
Midday,Monday,Clear,24.88,1.07,26.74,4.62,0.9
Midday,Sunday,Clear,55.64,1.17,65.18,4.36,0.78
Evening Peak,Friday,Stormy,19.64,1.21,33.04,6.06,0.92
Morning Peak,Thursday,Rainy,29.47,1.43,48.95,12.75,0.91
Evening Peak,Tuesday,Clear,57.02,1.29,73.65,22.36,0.21
Night,Wednesday,Rainy,31.36,0.87,30.58,41.45,0.97
Midday,Sunday,Clear,37.73,1.16,43.8,30.03,0.71
Morning Peak,Thursday,Clear,14.02,1.59,22.3,49.94,0.46
Midday,Saturday,Rainy,49.51,1.27,80.47,15.7,0.75
Morning Peak,Monday,Clear,31.14,1.49,46.49,12.68,0.95
Evening Peak,Monday,Rainy,50.03,1.57,89.17,39.06,0.24
Morning Peak,Wednesday,Clear,22.69,1.63,36.89,17.74,0.96
Night,Tuesday,Cloudy,31.12,1.07,33.42,30.83,0.88
Night,Thursday,Clear,49.33,1.05,51.8,9.31,0.83
Morning Peak,Sunday,Cloudy,58.69,1.64,96.48,18.43,0.86
Morning Peak,Tuesday,Cloudy,12.98,1.48,19.19,18.87,0.88
Morning Peak,Monday,Clear,50.62,1.42,71.91,29.18,0.55
Morning Peak,Tuesday,Cloudy,25.03,1.41,35.33,0.73,0.91
Night,Monday,Clear,37.54,1.09,40.75,23.06,0.93
Midday,Tuesday,Clear,24.5,1.29,31.55,27.57,0.32
Morning Peak,Wednesday,Rainy,40.67,1.66,82.9,36.73,0.3
Morning Peak,Friday,Clear,27.69,1.74,48.23,24.76,1.0
Night,Wednesday,Cloudy,26.68,1.08,28.7,34.88,0.89
Night,Wednesday,Cloudy,11.9,0.95,11.34,35.7,0.99
Evening Peak,Friday,Cloudy,17.35,1.45,25.18,15.47,0.92
Morning Peak,Friday,Clear,55.85,1.51,84.3,24.52,0.88
Evening Peak,Thursday,Clear,59.91,1.37,81.93,1.12,0.79
Night,Sunday,Clear,49.03,0.81,39.79,15.84,0.91
Night,Sunday,Rainy,24.34,0.93,27.82,25.29,0.22
Midday,Thursday,Rainy,30.12,1.2,41.87,2.54,0.92
Morning Peak,Wednesday,Cloudy,46.98,1.51,70.98,1.06,0.84
Evening Peak,Wednesday,Clear,58.43,1.55,90.5,3.55,0.75
Night,Monday,Clear,32.77,0.9,29.49,3.72,0.81
Night,Monday,Clear,51.48,0.84,43.23,5.86,0.87
Evening Peak,Sunday,Clear,58.75,1.52,89.58,12.99,0.85
Midday,Thursday,Clear,53.67,1.2,64.53,14.09,0.87
Night,Saturday,Clear,21.36,0.87,18.64,14.45,0.96
Morning Peak,Saturday,Clear,10.4,1.57,16.31,7.08,0.84
Night,Thursday,Clear,34.6,0.92,31.85,32.7,0.57
Morning Peak,Monday,Clear,36.57,1.77,64.7,33.53,0.95
Evening Peak,Sunday,Clear,20.06,1.44,28.95,33.09,1.0
Morning Peak,Sunday,Clear,24.23,1.38,33.42,16.01,0.93
Evening Peak,Monday,Clear,48.26,1.4,67.6,15.85,0.82
Morning Peak,Saturday,Cloudy,33.52,1.73,58.03,41.39,0.92
Evening Peak,Tuesday,Clear,25.87,1.47,37.99,36.0,0.94
